ID Number,Submission Date,Application Property,Source,Age,Race/Ethnicity,Disability,Current Residence,HH Size,Dependents,HH Type,HH Income,HH Assets,FTHB Class?,Asset_Income_Ratio,Total_Wealth,Wealth_Group
170029,2021-06-15,1301 Albion Road,,35.0,White,,Waltham,2,,,43000.0,14000.0,,0.32558139534883723,57000.0,Low Wealth (<1x)
569863,2021-06-15,1301 Albion Road,,38.0,Black,,Woburn,3,,,68400.0,62000.0,,0.9064327485380117,130400.0,Low Wealth (<1x)
746052,2021-06-15,1301 Albion Road,,63.0,Asian,,Burlington,2,,,72000.0,12000.0,,0.16666666666666666,84000.0,Low Wealth (<1x)
143795,2021-06-15,1301 Albion Road,,63.0,Asian,,Chelmsford,2,,,40000.0,38000.0,,0.95,78000.0,Low Wealth (<1x)
749309,2021-07-26,65 Metacomet Ave.,,29.0,White,,Taunton,1,,,45000.0,24000.0,,0.5333333333333333,69000.0,Low Wealth (<1x)
53438,2021-08-09,"41 Boston Road, Unit 233",,28.0,White,,Burlington,1,,,37400.0,44000.0,,1.1764705882352942,81400.0,Moderate (1–3x)
688944,2021-08-09,"41 Boston Road, Unit 233",,26.0,White,,Woburn,1,,,53000.0,38000.0,,0.7169811320754716,91000.0,Low Wealth (<1x)
170029,2021-08-09,"41 Boston Road, Unit 233",,35.0,White,,Waltham,2,,,43000.0,14000.0,,0.32558139534883723,57000.0,Low Wealth (<1x)
474472,2021-08-09,"41 Boston Road, Unit 233",,28.0,White,,Beverly,1,,,46500.0,24000.0,,0.5161290322580645,70500.0,Low Wealth (<1x)
746052,2021-08-09,"41 Boston Road, Unit 233",,63.0,Asian,,Burlington,2,,,61000.0,12300.0,,0.20163934426229507,73300.0,Low Wealth (<1x)
632579,2021-08-09,"41 Boston Road, Unit 233",,67.0,Black,,Lawrence,1,,,49000.0,27000.0,,0.5510204081632653,76000.0,Low Wealth (<1x)
244846,2021-08-09,"41 Boston Road, Unit 233",,28.0,White,,Woburn,1,,,42500.0,42000.0,,0.9882352941176471,84500.0,Low Wealth (<1x)
853663,2021-08-09,"41 Boston Road, Unit 233",,29.0,Asian,,Reading,1,,,53500.0,73000.0,,1.3644859813084111,126500.0,Moderate (1–3x)
194478,2021-08-09,"41 Boston Road, Unit 233",,68.0,Asian,,Tyngsboro,3,,,38400.0,29000.0,,0.7552083333333334,67400.0,Low Wealth (<1x)
155867,2021-08-09,"41 Boston Road, Unit 233",,26.0,White,,Bedford,1,,,49313.0,48000.0,,0.9733741609717519,97313.0,Low Wealth (<1x)
328954,2021-08-09,"41 Boston Road, Unit 233",,30.0,White,,Billerica,1,,,54000.0,67000.0,,1.2407407407407407,121000.0,Moderate (1–3x)
158422,2021-08-09,"41 Boston Road, Unit 233",,44.0,Asian,,Lawrence,1,,,47000.0,70000.0,,1.4893617021276595,117000.0,Moderate (1–3x)
842812,2021-10-26,"6 Safford Street, 3",,40.0,White,,Ipswich,3,1.0,,76000.0,75000.0,,0.9868421052631579,151000.0,Low Wealth (<1x)
713078,2021-10-26,"6 Safford Street, 3",,52.0,White,,Ipswich,2,,,70000.0,21000.0,,0.3,91000.0,Low Wealth (<1x)
200811,2021-11-16,30 Ciderpress Way,,59.0,White,,Middleboro,1,,,49000.0,76000.0,,1.5510204081632653,125000.0,Moderate (1–3x)
