Trait,Popular_Mean,Popular_Median,Popular_Std,All_Mean,All_Median,All_Std,Difference_Mean,Difference_Median,Percent_Diff_Mean,T_Statistic,P_Value,Significant
price_num,225865.55,206171.5,50243.779885751974,240705.43243243243,235975.0,46059.61424139207,-14839.882432432438,-29803.5,-6.16516307192115,-1.230966645126271,0.2297503424514896,No
median_distance_miles,11.33893736453309,12.049449378720897,4.268411232974051,16.676479581261688,12.255413398478414,16.062113469587267,-5.337542216728599,-0.20596401975751633,-32.006408731049326,-2.9481260528836124,0.0038888326086749915,Yes
avg_distance_miles,14.804869489056685,15.001505371887198,3.491154282419563,19.177722530952938,14.580561162543578,15.367106988201433,-4.372853041896253,0.4209442093436202,-22.801732764870525,-2.624597617122959,0.009781356463616454,Yes
min_distance_miles,1.7884863036493208,1.7627440439693016,0.946322944159751,8.425585275061547,2.969156089135166,14.233566789366837,-6.637098971412226,-1.2064120451658642,-78.77315052589915,-4.810703688305566,4.688494095958623e-06,Yes
max_distance_miles,61.90851733096247,57.55444272604631,20.681563050960555,45.26725100336461,36.80970149583446,29.291612926908726,16.641266327597855,20.74474123021185,36.762264018110905,3.0765558366230885,0.004067971192827279,Yes
mean_age,40.31424006707577,39.5222918201916,6.092560121870225,46.262032078908405,40.813906876349066,13.502652132368226,-5.947792011832632,-1.2916150561574682,-12.856746114583938,-3.1593744539030255,0.0024699563713173446,Yes
mean_hh_size,2.120929933460349,2.0833333333333335,0.50009671239896,1.9096165777290324,1.9073684210526314,0.7524034110657578,0.2113133557313165,0.1759649122807021,11.065747867701067,1.5946748321554765,0.11942165085671037,No
mean_dependents,0.6386056374671942,0.6099033816425121,0.35530917891273384,0.4868736474961789,0.4166666666666667,0.4564487998698899,0.15173198997101534,0.19323671497584544,31.164551778745874,1.6407049480386577,0.1100802206694768,No
median_hh_income,66559.301,64000.0,9453.475943194482,60542.488392857136,60817.37,14894.862373233063,6016.812607142871,3182.6299999999974,9.938165356039017,2.369250667747263,0.022967160716555766,Yes
median_hh_assets,32937.339,30375.0,11858.21244295894,63285.11674107143,35669.8925,69339.6152673549,-30347.777741071433,-5294.892500000002,-47.95405192225239,-4.293572885615121,3.411209961503296e-05,Yes
mean_hh_assets,40903.839601069456,38233.71673504273,16586.092240215745,68660.90670466595,38357.258888888886,68782.61438785306,-27757.06710359649,-123.54215384615236,-40.42630433499682,-3.7093125755643905,0.00031571121140742833,Yes
pct_disability,0.1355537155565447,0.07936507936507936,0.2220826850792085,0.17191098459850615,0.049516908212560384,0.29933097314612295,-0.03635726904196146,0.029848171152518976,-21.1488923333625,-0.5839959287655404,0.5626981553128803,No
pct_fthb,0.43636043295000104,0.44364235055724416,0.12011001646747758,0.452135815148617,0.44680851063829785,0.2691553904030965,-0.01577538219861596,-0.0031661600810536927,-3.489080420101335,-0.3666325119597407,0.7151124072549266,No
property_latitude,42.324247050000004,42.31834825,0.22548647273178,42.33552953486238,42.3918807,0.3304595133243284,-0.011282484862377373,-0.07353245000000186,-0.026650156467480805,-0.18951925801516747,0.850752031380788,No
property_longitude,-71.330568595,-71.3236194,0.28325447009919513,-71.27378563211009,-71.2163129,0.45054842824172214,-0.056782962889911914,-0.10730649999999287,0.07966879040634288,-0.7408864828136607,0.46317220451116803,No
application_count,50.8,48.5,18.161845489347918,15.526785714285714,7.0,19.012542006245607,35.27321428571428,41.5,227.17653824036802,,,
